A_A,A_B,E_abs_error,E_expected,E_read,R_abs_error,R_expected,R_read,amp_read,c_gain,case,chi,delta_chi,delta_phi,delta_tau,gauge,h_chi,h_tau,m,nh_chi_c,nh_tau_c,off_target_mode_purity,omega,p_abs_error,p_expected,p_read,particle,q,q_A0,q_B0,r_gain,raw_abs,stage,t_read,target_mode_purity,tau
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.2,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-16,0.2,0.20000000000000012,B,0.2,1.2,0.2,1.0,1917.7022343210708,initial,-0.2005,1.0,-0.2
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c03_A1.00_B2.00_u1.20_v0.20,-0.2,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,4.5075054799781356e-14,1.2,1.1999999999999549,A,1.2,1.2,0.2,1.0,1000.0000000000001,initial,-0.2,1.0,-0.2
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,1.7763568394002505e-15,4.0,4.000000000000002,2.0000000000000004,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.2,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.8005375796169574e-14,0.2,0.199999999999972,B,0.2,1.2,0.2,1.0,2000.0000000000002,initial,-0.2,1.0,-0.2
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,-0.2,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,1000.0,initial,-0.2,1.0,-0.2
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.2,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,2.220446049250313e-16,0.2,0.20000000000000023,B,0.2,1.2,0.2,1.0,2000.0,initial,-0.2,1.0,-0.2
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,-0.2,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.2,1.200000000000001,A,1.2,1.2,0.2,1.0,1250.0,initial,-0.2,1.0,-0.2
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.2,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,0.2,0.20000000000000023,B,0.2,1.2,0.2,1.0,2500.0,initial,-0.2,1.0,-0.2
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,1000.0,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,1.942890293094024e-16,-0.2,-0.2000000000000002,B,-0.2,1.2,0.2,1.0,2000.0,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,-0.2,-0.20000000000000023,B,-0.2,1.2,0.2,1.0,1917.7022343210708,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.942890293094024e-16,-0.2,-0.2000000000000002,B,-0.2,1.2,0.2,1.0,1917.7022343210708,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,wall_reflection_1,0.0505000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-16,-0.2,-0.20000000000000012,B,-0.2,1.2,0.2,1.0,1917.7022343210708,wall_reflection_1,0.0505000000000002,1.0,0.0500000000000002
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,wall_reflection_1,0.0495000000000002,1.0,0.0500000000000002
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-16,-0.2,-0.20000000000000012,B,-0.2,1.2,0.2,1.0,1917.7022343210708,wall_reflection_1,0.0495000000000002,1.0,0.0500000000000002
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,4.5075054799781356e-14,1.2,1.1999999999999549,A,1.2,1.2,0.2,1.0,1000.0000000000001,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,1.7763568394002505e-15,4.0,4.000000000000002,2.0000000000000004,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,4.576894419017208e-14,-0.2,-0.19999999999995424,B,-0.2,1.2,0.2,1.0,2000.0000000000002,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,1000.0,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,2.220446049250313e-16,-0.2,-0.20000000000000023,B,-0.2,1.2,0.2,1.0,2000.0,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.10000000000000092,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.2,1.200000000000001,A,1.2,1.2,0.2,1.0,1250.0,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.24999999999999856,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,-0.2,-0.20000000000000023,B,-0.2,1.2,0.2,1.0,2500.0,wall_reflection_1,0.0500000000000002,1.0,0.0500000000000002
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,1000.0,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,1.942890293094024e-16,-0.2,-0.2000000000000002,B,-0.2,1.2,0.2,1.0,2000.0,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,-0.2,-0.20000000000000023,B,-0.2,1.2,0.2,1.0,1917.7022343210708,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.942890293094024e-16,-0.2,-0.2000000000000002,B,-0.2,1.2,0.2,1.0,1917.7022343210708,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,ab_collision_1_before,0.13550000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-16,-0.2,-0.20000000000000012,B,-0.2,1.2,0.2,1.0,1917.7022343210708,ab_collision_1_before,0.13550000000000026,1.0,0.13500000000000026
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,958.8511171605354,ab_collision_1_before,0.13450000000000026,1.0,0.13500000000000026
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-16,-0.2,-0.20000000000000012,B,-0.2,1.2,0.2,1.0,1917.7022343210708,ab_collision_1_before,0.13450000000000026,1.0,0.13500000000000026
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,4.5075054799781356e-14,1.2,1.1999999999999549,A,1.2,1.2,0.2,1.0,1000.0000000000001,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,1.7763568394002505e-15,4.0,4.000000000000002,2.0000000000000004,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,4.576894419017208e-14,-0.2,-0.19999999999995424,B,-0.2,1.2,0.2,1.0,2000.0000000000002,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.2,1.2000000000000008,A,1.2,1.2,0.2,1.0,1000.0,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,2.220446049250313e-16,-0.2,-0.20000000000000023,B,-0.2,1.2,0.2,1.0,2000.0,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.2,1.200000000000001,A,1.2,1.2,0.2,1.0,1250.0,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,-0.2,-0.20000000000000023,B,-0.2,1.2,0.2,1.0,2500.0,ab_collision_1_before,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,1000.0,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,0.36,0.3600000000000003,B,0.36,1.2,0.2,1.0,2000.0,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,958.8511171605354,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,1.7763568394002505e-15,4.0,3.9999999999999982,1.9999999999999996,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.7755575615628914e-16,0.36,0.36000000000000026,B,0.36,1.2,0.2,1.0,1917.7022343210706,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,958.8511171605354,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,1.7763568394002505e-15,4.0,3.9999999999999982,1.9999999999999996,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,0.36,0.3600000000000002,B,0.36,1.2,0.2,1.0,1917.7022343210706,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,-1.04,-1.0400000000000007,A,-1.04,1.2,0.2,1.0,958.8511171605354,ab_collision_1_after,0.13550000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.7755575615628914e-16,0.36,0.36000000000000026,B,0.36,1.2,0.2,1.0,1917.7022343210708,ab_collision_1_after,0.13550000000000026,1.0,0.13500000000000026
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,958.8511171605354,ab_collision_1_after,0.13450000000000026,1.0,0.13500000000000026
1.0,2.0,1.1102230246251565e-15,1.0,1.000000000000001,8.881784197001252e-16,4.0,3.999999999999999,1.9999999999999998,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,0.36,0.3600000000000002,B,0.36,1.2,0.2,1.0,1917.7022343210708,ab_collision_1_after,0.13450000000000026,1.0,0.13500000000000026
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,3.8191672047105385e-14,-1.04,-1.0400000000000382,A,-1.04,1.2,0.2,1.0,1000.0000000000001,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,2.2315482794965646e-14,1.0,0.9999999999999777,1.7763568394002505e-15,4.0,4.000000000000002,2.0000000000000004,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.1601392309949e-15,0.36,0.36000000000000815,B,0.36,1.2,0.2,1.0,2000.0000000000002,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,1.1102230246251565e-15,-1.04,-1.0400000000000011,A,-1.04,1.2,0.2,1.0,1000.0,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,3.3306690738754696e-16,0.36,0.3600000000000003,B,0.36,1.2,0.2,1.0,2000.0,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.20200000000000148,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,1250.0,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,4.0,4.0,2.0,1250.0,c03_A1.00_B2.00_u1.20_v0.20,0.23299999999999807,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,0.36,0.3600000000000003,B,0.36,1.2,0.2,1.0,2500.0,ab_collision_1_after,0.13500000000000026,1.0,0.13500000000000026
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.15208000000000085,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,1000.0,wall_reflection_2,0.1830000000000003,1.0,0.1830000000000003
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,4.0,4.0,2.0,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24972000000000194,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,3.3306690738754696e-16,-0.36,-0.3600000000000003,B,-0.36,1.2,0.2,1.0,2000.0,wall_reflection_2,0.1830000000000003,1.0,0.1830000000000003
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.15208000000000085,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,958.8511171605354,wall_reflection_2,0.1830000000000003,1.0,0.1830000000000003
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,1.7763568394002505e-15,4.0,3.9999999999999982,1.9999999999999996,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24972000000000194,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,2.7755575615628914e-16,-0.36,-0.36000000000000026,B,-0.36,1.2,0.2,1.0,1917.7022343210706,wall_reflection_2,0.1830000000000003,1.0,0.1830000000000003
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.15208000000000085,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.04,-1.040000000000001,A,-1.04,1.2,0.2,1.0,958.8511171605354,wall_reflection_2,0.1830000000000003,1.0,0.1830000000000003
1.0,2.0,6.661338147750939e-16,1.0,1.0000000000000007,1.7763568394002505e-15,4.0,3.9999999999999982,1.9999999999999996,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.24972000000000194,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,2.220446049250313e-16,-0.36,-0.3600000000000002,B,-0.36,1.2,0.2,1.0,1917.7022343210706,wall_reflection_2,0.1830000000000003,1.0,0.1830000000000003
1.0,2.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c03_A1.00_B2.00_u1.20_v0.20,0.15208000000000085,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,-1.04,-1.0400000000000007,A,-1.04,1.2,0.2,1.0,958.8511171605354,wall_reflection_2,0.1835000000000003,1.0,0.1830000000000003
